type,number_of_arrays,array_size,time
Shfl Unroll,64,4,0.013056
Shfl Sort Search,64,4,0.035424
Nested Shm,64,4,0.04192
Nested Shfl,64,4,0.014688
Shfl Hash,64,4,0.013216
Shfl Unroll 2,64,4,0.013216
Shfl Unroll,64,4,0.012576
Shfl Sort Search,64,4,0.034432
Nested Shm,64,4,0.040928
Nested Shfl,64,4,0.013824
Shfl Hash,64,4,0.013344
Shfl Unroll 2,64,4,0.01472
Shfl Unroll,64,4,0.013312
Shfl Sort Search,64,4,0.035232
Nested Shm,128,4,0.04416
Nested Shfl,128,4,0.01456
Shfl Hash,128,4,0.015168
Shfl Unroll 2,128,4,0.0152
Shfl Unroll,128,4,0.01472
Shfl Sort Search,128,4,0.059104
Nested Shm,128,4,0.042368
Nested Shfl,128,4,0.01488
Shfl Hash,128,4,0.014752
Shfl Unroll 2,128,4,0.01568
Shfl Unroll,128,4,0.014944
Shfl Sort Search,128,4,0.04992
Nested Shm,128,4,0.042176
Nested Shfl,128,4,0.015136
Shfl Hash,128,4,0.014944
Shfl Unroll 2,128,4,0.01504
Shfl Unroll,128,4,0.014592
Shfl Sort Search,128,4,0.051968
Nested Shm,256,4,0.045152
Nested Shfl,256,4,0.017344
Shfl Hash,256,4,0.02272
Shfl Unroll 2,256,4,0.01568
Shfl Unroll,256,4,0.016608
Shfl Sort Search,256,4,0.06496
Nested Shm,256,4,0.044128
Nested Shfl,256,4,0.016704
Shfl Hash,256,4,0.023136
Shfl Unroll 2,256,4,0.016896
Shfl Unroll,256,4,0.015776
Shfl Sort Search,256,4,0.072256
Nested Shm,256,4,0.0448
Nested Shfl,256,4,0.016832
Shfl Hash,256,4,0.024448
Shfl Unroll 2,256,4,0.015968
Shfl Unroll,256,4,0.016256
Shfl Sort Search,256,4,0.064544
Nested Shm,512,4,0.060416
Nested Shfl,512,4,0.023712
Shfl Hash,512,4,0.034048
Shfl Unroll 2,512,4,0.023392
Shfl Unroll,512,4,0.022784
Shfl Sort Search,512,4,0.077152
Nested Shm,512,4,0.057728
Nested Shfl,512,4,0.023872
Shfl Hash,512,4,0.034464
Shfl Unroll 2,512,4,0.02384
Shfl Unroll,512,4,0.023392
Shfl Sort Search,512,4,0.08336
Nested Shm,512,4,0.06048
Nested Shfl,512,4,0.024512
Shfl Hash,512,4,0.034496
Shfl Unroll 2,512,4,0.022976
Shfl Unroll,512,4,0.023008
Shfl Sort Search,512,4,0.080096
Nested Shm,1024,4,0.069344
Nested Shfl,1024,4,0.033984
Shfl Hash,1024,4,0.043008
Shfl Unroll 2,1024,4,0.035104
Shfl Unroll,1024,4,0.034112
Shfl Sort Search,1024,4,0.09856
Nested Shm,1024,4,0.076416
Nested Shfl,1024,4,0.03392
Shfl Hash,1024,4,0.042592
Shfl Unroll 2,1024,4,0.03424
Shfl Unroll,1024,4,0.033312
Shfl Sort Search,1024,4,0.097024
Nested Shm,1024,4,0.069952
Nested Shfl,1024,4,0.0336
Shfl Hash,1024,4,0.048192
Shfl Unroll 2,1024,4,0.035072
Shfl Unroll,1024,4,0.034208
Shfl Sort Search,1024,4,0.096224
