type,number_of_arrays,array_size,time
Shfl Hash,128,16,0.10544
Shfl Unroll 2,128,16,0.109536
Shfl Unroll,128,16,0.115904
Shfl Sort Search,128,16,0.509952
Nested Shm,128,16,0.124832
Nested Shfl,128,16,0.091168
Shfl Hash,128,16,0.106176
Shfl Unroll 2,128,16,0.109088
Shfl Unroll,128,16,0.118912
Shfl Sort Search,128,16,0.544064
Nested Shm,128,16,0.12352
Nested Shfl,128,16,0.09024
Shfl Hash,128,16,0.105344
Shfl Unroll 2,128,16,0.111424
Shfl Unroll,128,16,0.119136
Shfl Sort Search,128,16,0.528224
Nested Shm,256,16,0.218496
Nested Shfl,256,16,0.17568
Shfl Hash,256,16,0.115776
Shfl Unroll 2,256,16,0.209344
Shfl Unroll,256,16,0.225056
Shfl Sort Search,256,16,0.677792
Nested Shm,256,16,0.217056
Nested Shfl,256,16,0.173568
Shfl Hash,256,16,0.118336
Shfl Unroll 2,256,16,0.210144
Shfl Unroll,256,16,0.222688
Shfl Sort Search,256,16,0.702272
Nested Shm,256,16,0.217312
Nested Shfl,256,16,0.175872
Shfl Hash,256,16,0.115008
Shfl Unroll 2,256,16,0.21152
Shfl Unroll,256,16,0.227072
Shfl Sort Search,256,16,0.671328
Nested Shm,512,16,0.285664
Nested Shfl,512,16,0.233408
Shfl Hash,512,16,0.135808
Shfl Unroll 2,512,16,0.2704
Shfl Unroll,512,16,0.285696
Shfl Sort Search,512,16,0.80064
Nested Shm,512,16,0.286752
Nested Shfl,512,16,0.235424
Shfl Hash,512,16,0.136576
Shfl Unroll 2,512,16,0.26656
Shfl Unroll,512,16,0.285216
Shfl Sort Search,512,16,0.818464
Nested Shm,512,16,0.289152
Nested Shfl,512,16,0.233792
Shfl Hash,512,16,0.135008
Shfl Unroll 2,512,16,0.26816
Shfl Unroll,512,16,0.28528
Shfl Sort Search,512,16,0.778304
Nested Shm,1024,16,0.345952
Nested Shfl,1024,16,0.265888
Shfl Hash,1024,16,0.20336
Shfl Unroll 2,1024,16,0.305184
Shfl Unroll,1024,16,0.323904
Shfl Sort Search,1024,16,0.905088
Nested Shm,1024,16,0.345184
Nested Shfl,1024,16,0.274752
Shfl Hash,1024,16,0.202848
Shfl Unroll 2,1024,16,0.30656
Shfl Unroll,1024,16,0.32368
Shfl Sort Search,1024,16,0.909056
Nested Shm,1024,16,0.350208
Nested Shfl,1024,16,0.273472
Shfl Hash,1024,16,0.203008
Shfl Unroll 2,1024,16,0.30576
Shfl Unroll,1024,16,0.324
Shfl Sort Search,1024,16,0.869344
