type,number_of_arrays,array_size,time
Shfl Hash,128,8,0.040352
Shfl Unroll 2,128,8,0.03088
Shfl Unroll,128,8,0.034304
Shfl Sort Search,128,8,0.065088
Nested Shm,128,8,0.055296
Nested Shfl,128,8,0.029248
Shfl Hash,128,8,0.040224
Shfl Unroll 2,128,8,0.032288
Shfl Unroll,128,8,0.0352
Shfl Sort Search,128,8,0.067776
Nested Shm,256,8,0.07824
Nested Shfl,256,8,0.04368
Shfl Hash,256,8,0.05776
Shfl Unroll 2,256,8,0.050848
Shfl Unroll,256,8,0.05424
Shfl Sort Search,256,8,0.098368
Nested Shm,256,8,0.076832
Nested Shfl,256,8,0.046208
Shfl Hash,256,8,0.058656
Shfl Unroll 2,256,8,0.04864
Shfl Unroll,256,8,0.05264
Shfl Sort Search,256,8,0.102304
Nested Shm,256,8,0.074784
Nested Shfl,256,8,0.044128
Shfl Hash,256,8,0.056736
Shfl Unroll 2,256,8,0.04896
Shfl Unroll,256,8,0.050912
Shfl Sort Search,256,8,0.10048
Nested Shm,512,8,0.109696
Nested Shfl,512,8,0.072224
Shfl Hash,512,8,0.066848
Shfl Unroll 2,512,8,0.079584
Shfl Unroll,512,8,0.084544
Shfl Sort Search,512,8,0.130752
Nested Shm,512,8,0.10976
Nested Shfl,512,8,0.070688
Shfl Hash,512,8,0.066368
Shfl Unroll 2,512,8,0.079488
Shfl Unroll,512,8,0.085664
Shfl Sort Search,512,8,0.126336
Nested Shm,512,8,0.10832
Nested Shfl,512,8,0.069472
Shfl Hash,512,8,0.066752
Shfl Unroll 2,512,8,0.078176
Shfl Unroll,512,8,0.082944
Shfl Sort Search,512,8,0.125952
Nested Shm,1024,8,0.1352
Nested Shfl,1024,8,0.08512
Shfl Hash,1024,8,0.089856
Shfl Unroll 2,1024,8,0.096128
Shfl Unroll,1024,8,0.10128
Shfl Sort Search,1024,8,0.16656
Nested Shm,1024,8,0.132736
Nested Shfl,1024,8,0.086048
Shfl Hash,1024,8,0.089248
Shfl Unroll 2,1024,8,0.09696
Shfl Unroll,1024,8,0.10208
Shfl Sort Search,1024,8,0.16192
Nested Shm,1024,8,0.13472
Nested Shfl,1024,8,0.084768
Shfl Hash,1024,8,0.088896
Shfl Unroll 2,1024,8,0.096448
Shfl Unroll,1024,8,0.101344
Shfl Sort Search,1024,8,0.158688
