type,number_of_arrays,array_size,time
Shfl Hash,128,16,0.10608
Shfl Unroll 2,128,16,0.111968
Shfl Unroll,128,16,0.122784
Shfl Sort Search,128,16,0.228864
Nested Shm,256,16,0.215808
Nested Shfl,256,16,0.179136
Shfl Hash,256,16,0.11584
Shfl Unroll 2,256,16,0.208224
Shfl Unroll,256,16,0.223712
Shfl Sort Search,256,16,0.31376
Nested Shm,256,16,0.221376
Nested Shfl,256,16,0.177632
Shfl Hash,256,16,0.116096
Shfl Unroll 2,256,16,0.20544
Shfl Unroll,256,16,0.226336
Shfl Sort Search,256,16,0.32704
Nested Shm,256,16,0.219392
Nested Shfl,256,16,0.178208
Shfl Hash,256,16,0.115328
Shfl Unroll 2,256,16,0.208896
Shfl Unroll,256,16,0.224512
Shfl Sort Search,256,16,0.316384
Nested Shm,512,16,0.287264
Nested Shfl,512,16,0.23392
Shfl Hash,512,16,0.13552
Shfl Unroll 2,512,16,0.26528
Shfl Unroll,512,16,0.2848
Shfl Sort Search,512,16,0.404704
Nested Shm,512,16,0.2856
Nested Shfl,512,16,0.236608
Shfl Hash,512,16,0.135872
Shfl Unroll 2,512,16,0.268448
Shfl Unroll,512,16,0.285696
Shfl Sort Search,512,16,0.38944
Nested Shm,512,16,0.288544
Nested Shfl,512,16,0.234048
Shfl Hash,512,16,0.138272
Shfl Unroll 2,512,16,0.268224
Shfl Unroll,512,16,0.284576
Shfl Sort Search,512,16,0.392608
Nested Shm,1024,16,0.349696
Nested Shfl,1024,16,0.273856
Shfl Hash,1024,16,0.20288
Shfl Unroll 2,1024,16,0.306208
Shfl Unroll,1024,16,0.321408
Shfl Sort Search,1024,16,0.493952
Nested Shm,1024,16,0.348768
Nested Shfl,1024,16,0.274784
Shfl Hash,1024,16,0.201024
Shfl Unroll 2,1024,16,0.305312
Shfl Unroll,1024,16,0.323392
Shfl Sort Search,1024,16,0.501152
Nested Shm,1024,16,0.348096
Nested Shfl,1024,16,0.275392
Shfl Hash,1024,16,0.20416
Shfl Unroll 2,1024,16,0.30768
Shfl Unroll,1024,16,0.322592
Shfl Sort Search,1024,16,0.506144
