type,number_of_arrays,array_size,time
Shfl Unroll 2,32,4,0.012224
Shfl Unroll,32,4,0.0112
Shfl Sort Search,32,4,0.025728
Nested Shm,64,4,0.042368
Nested Shfl,64,4,0.014528
Shfl Hash,64,4,0.014784
Shfl Unroll 2,64,4,0.013888
Shfl Unroll,64,4,0.013152
Shfl Sort Search,64,4,0.03312
Nested Shm,64,4,0.04256
Nested Shfl,64,4,0.01408
Shfl Hash,64,4,0.014112
Shfl Unroll 2,64,4,0.013696
Shfl Unroll,64,4,0.012864
Shfl Sort Search,64,4,0.03472
Nested Shm,64,4,0.042176
Nested Shfl,64,4,0.015168
Shfl Hash,64,4,0.013792
Shfl Unroll 2,64,4,0.013472
Shfl Unroll,64,4,0.012768
Shfl Sort Search,64,4,0.03744
Nested Shm,128,4,0.044544
Nested Shfl,128,4,0.015584
Shfl Hash,128,4,0.01536
Shfl Unroll 2,128,4,0.015232
Shfl Unroll,128,4,0.01456
Shfl Sort Search,128,4,0.048672
Nested Shm,128,4,0.052192
Nested Shfl,128,4,0.015232
Shfl Hash,128,4,0.015168
Shfl Unroll 2,128,4,0.014368
Shfl Unroll,128,4,0.014368
Shfl Sort Search,128,4,0.04704
Nested Shm,128,4,0.044736
Nested Shfl,128,4,0.015584
Shfl Hash,128,4,0.015168
Shfl Unroll 2,128,4,0.014016
Shfl Unroll,128,4,0.015264
Shfl Sort Search,128,4,0.049984
Nested Shm,256,4,0.046784
Nested Shfl,256,4,0.016864
Shfl Hash,256,4,0.022752
Shfl Unroll 2,256,4,0.017312
Shfl Unroll,256,4,0.015456
Shfl Sort Search,256,4,0.064064
Nested Shm,256,4,0.045568
Nested Shfl,256,4,0.016736
Shfl Hash,256,4,0.024032
Shfl Unroll 2,256,4,0.016672
Shfl Unroll,256,4,0.016864
Shfl Sort Search,256,4,0.06528
Nested Shm,256,4,0.045344
Nested Shfl,256,4,0.017248
Shfl Hash,256,4,0.022336
Shfl Unroll 2,256,4,0.015968
Shfl Unroll,256,4,0.016608
Shfl Sort Search,256,4,0.05968
Nested Shm,512,4,0.059136
Nested Shfl,512,4,0.023968
Shfl Hash,512,4,0.03344
Shfl Unroll 2,512,4,0.023808
Shfl Unroll,512,4,0.024
Shfl Sort Search,512,4,0.077088
Nested Shm,512,4,0.060416
Nested Shfl,512,4,0.022688
Shfl Hash,512,4,0.034976
Shfl Unroll 2,512,4,0.023072
Shfl Unroll,512,4,0.023968
Shfl Sort Search,512,4,0.077344
Nested Shm,512,4,0.059328
Nested Shfl,512,4,0.023872
Shfl Hash,512,4,0.034304
Shfl Unroll 2,512,4,0.022976
Shfl Unroll,512,4,0.02336
Shfl Sort Search,512,4,0.078048
Nested Shm,1024,4,0.071264
Nested Shfl,1024,4,0.03248
Shfl Hash,1024,4,0.040992
Shfl Unroll 2,1024,4,0.034624
Shfl Unroll,1024,4,0.034176
Shfl Sort Search,1024,4,0.096608
Nested Shm,1024,4,0.069632
Nested Shfl,1024,4,0.034528
Shfl Hash,1024,4,0.042976
Shfl Unroll 2,1024,4,0.035072
Shfl Unroll,1024,4,0.03376
Shfl Sort Search,1024,4,0.097504
Nested Shm,1024,4,0.072448
Nested Shfl,1024,4,0.03456
Shfl Hash,1024,4,0.042336
Shfl Unroll 2,1024,4,0.036128
Shfl Unroll,1024,4,0.035008
Shfl Sort Search,1024,4,0.09712
