type,number_of_arrays,array_size,time
Shfl Unroll,64,8,0.029888
Shfl Sort Search,64,8,0.117344
Nested Shm,64,8,0.052864
Nested Shfl,64,8,0.025824
Shfl Hash,64,8,0.02272
Shfl Unroll 2,64,8,0.027488
Shfl Unroll,64,8,0.030816
Shfl Sort Search,64,8,0.119744
Nested Shm,128,8,0.05232
Nested Shfl,128,8,0.028544
Shfl Hash,128,8,0.039328
Shfl Unroll 2,128,8,0.031232
Shfl Unroll,128,8,0.035072
Shfl Sort Search,128,8,0.17296
Nested Shm,128,8,0.056384
Nested Shfl,128,8,0.029088
Shfl Hash,128,8,0.03888
Shfl Unroll 2,128,8,0.031392
Shfl Unroll,128,8,0.033344
Shfl Sort Search,128,8,0.182496
Nested Shm,128,8,0.05488
Nested Shfl,128,8,0.029216
Shfl Hash,128,8,0.037856
Shfl Unroll 2,128,8,0.031712
Shfl Unroll,128,8,0.034112
Shfl Sort Search,128,8,0.176896
Nested Shm,256,8,0.07824
Nested Shfl,256,8,0.044192
Shfl Hash,256,8,0.057952
Shfl Unroll 2,256,8,0.05232
Shfl Unroll,256,8,0.053824
Shfl Sort Search,256,8,0.232256
Nested Shm,256,8,0.077952
Nested Shfl,256,8,0.04224
Shfl Hash,256,8,0.057408
Shfl Unroll 2,256,8,0.050016
Shfl Unroll,256,8,0.051264
Shfl Sort Search,256,8,0.22096
Nested Shm,256,8,0.07552
Nested Shfl,256,8,0.042528
Shfl Hash,256,8,0.058176
Shfl Unroll 2,256,8,0.051872
Shfl Unroll,256,8,0.05312
Shfl Sort Search,256,8,0.239616
Nested Shm,512,8,0.108896
Nested Shfl,512,8,0.069184
Shfl Hash,512,8,0.066944
Shfl Unroll 2,512,8,0.079232
Shfl Unroll,512,8,0.085152
Shfl Sort Search,512,8,0.27536
Nested Shm,512,8,0.109184
Nested Shfl,512,8,0.069312
Shfl Hash,512,8,0.065152
Shfl Unroll 2,512,8,0.078368
Shfl Unroll,512,8,0.085312
Shfl Sort Search,512,8,0.262848
Nested Shm,512,8,0.10672
Nested Shfl,512,8,0.069216
Shfl Hash,512,8,0.067904
Shfl Unroll 2,512,8,0.0784
Shfl Unroll,512,8,0.083552
Shfl Sort Search,512,8,0.26848
Nested Shm,1024,8,0.134528
Nested Shfl,1024,8,0.085056
Shfl Hash,1024,8,0.089504
Shfl Unroll 2,1024,8,0.095808
Shfl Unroll,1024,8,0.102112
Shfl Sort Search,1024,8,0.309728
Nested Shm,1024,8,0.135328
Nested Shfl,1024,8,0.08464
Shfl Hash,1024,8,0.088992
Shfl Unroll 2,1024,8,0.095488
Shfl Unroll,1024,8,0.1016
Shfl Sort Search,1024,8,0.310944
Nested Shm,1024,8,0.133664
Nested Shfl,1024,8,0.083712
Shfl Hash,1024,8,0.088896
Shfl Unroll 2,1024,8,0.09504
Shfl Unroll,1024,8,0.101184
Shfl Sort Search,1024,8,0.316352
